product_id,title,description,category,price
135,The Design of Everyday Decisions by Dr. Sarah Brennan,"In The Design of Everyday Decisions by Dr. Sarah Brennan, Dr. Sarah Brennan explores the history of artificial intelligence from its roots and strategies for building resilient organisations. Weaving together case studies from five continents. readers gain actionable tools for immediate real-world impact. Spanning 280 pages of concise, high-impact insights, this authoritative non-fiction account has been described as 'essential reading for anyone curious about the future' — MIT Tech Review.",Books,11.2
136,Everlane UrbanEdge Thermal Base-Layer Set – recycled material construction & hidden zip pockets,"The Everlane UrbanEdge Thermal Base-Layer Set delivers recycled material construction and hidden zip pockets. Engineered for discerning customers, it features Merino wool sourced from ZQ-certified farms, bonded hem tape, and all-day wear from office to outdoor adventure. Built for the planet, built for performance.",Apparel,39.15
137,Patagonia EcoWeave 5-Pocket Slim-Fit Jeans – recycled material construction & hidden zip pockets,"The Patagonia EcoWeave 5-Pocket Slim-Fit Jeans delivers recycled material construction and hidden zip pockets. Engineered for discerning customers, it features 88% recycled polyester / 12% elastane, YKK® AquaGuard zippers, and effortless layering in transitional weather. Where function meets timeless style.",Apparel,192.28
138,Belkin VisionPro Wi-Fi 6 Router – AI-Enhanced Mic & 360° Spatial Audio,"The Belkin VisionPro Wi-Fi 6 Router delivers AI-Enhanced Mic and 360° Spatial Audio. Engineered for discerning customers, it features 1.5"" bio-cellulose driver, tilt-adjustable scroll wheel, and a companion EQ app for iOS & Android. Where premium sound meets everyday convenience.",Electronics,232.25
139,Zero to One Hundred by Aisha Okonkwo,"In Zero to One Hundred by Aisha Okonkwo, Aisha Okonkwo explores the global supply chain and its environmental cost and how individuals can thrive amid rapid change. Weaving together case studies from five continents. it provides a roadmap that is both inspiring and deeply practical. Spanning 350 pages of meticulously researched content, this celebrated essay collection has been described as 'transformative, urgent, and beautifully written' — The Guardian.",Books,27.38
140,Instant Pot SmartHome Cordless Stick Vacuum – ±0.1°C temperature accuracy & room-mapping with no-go zones,"The Instant Pot SmartHome Cordless Stick Vacuum delivers ±0.1°C temperature accuracy and room-mapping with no-go zones. Engineered for discerning customers, it features aircraft-grade anodised aluminium, a 1200 W immersion circulator, and restaurant-grade sous vide cooking for home chefs. Designed to simplify. Built to last.",Home,161.78
141,OXO BrightKitchen Water Filter Pitcher – HEPA H13 filtration & child-safety auto shut-off,"The OXO BrightKitchen Water Filter Pitcher delivers HEPA H13 filtration and child-safety auto shut-off. Engineered for discerning customers, it features sustainably sourced moso bamboo, a 0.9 L removable water reservoir, and effortless floor-to-ceiling cleaning on a single charge. Precision craftsmanship for everyday cooking.",Home,247.13
142,JBL NovaSeries Wireless Earbuds – Hi-Res Audio & IPX5 Water Resistance,"The JBL NovaSeries Wireless Earbuds delivers Hi-Res Audio and IPX5 Water Resistance. Engineered for discerning customers, it features tactile optical switch, planar magnetic transducer, and a companion EQ app for iOS & Android. Engineered to keep up with your ambitions.",Electronics,330.13
143,Nike EcoWeave Lightweight Cargo Shorts – UPF 50+ sun protection & articulated knee panelling,"The Nike EcoWeave Lightweight Cargo Shorts delivers UPF 50+ sun protection and articulated knee panelling. Engineered for discerning customers, it features bio-based nylon derived from castor oil, laser-cut ventilation panels, and all-day wear from office to outdoor adventure. Comfort that keeps pace with your lifestyle.",Apparel,102.61
144,Patagonia AlpineShield Insulated Puffer Vest – wind-resistant outer shell & breathable mesh lining,"The Patagonia AlpineShield Insulated Puffer Vest delivers wind-resistant outer shell and breathable mesh lining. Engineered for discerning customers, it features bio-based nylon derived from castor oil, flatlock seams for chafe-free comfort, and high-intensity training in all conditions. Move freely. Look sharp. Feel great.",Apparel,92.47
145,JBL ClearCast 4K Webcam – RGB Backlighting & USB-C PD 100 W,"The JBL ClearCast 4K Webcam delivers RGB Backlighting and USB-C PD 100 W. Engineered for discerning customers, it features tactile optical switch, USB-C + 3.5 mm dual output, and hardware-level encryption for secure calls. Dominate every session with tournament-grade precision.",Electronics,460.03
146,The Human Edge by Aisha Okonkwo,"In The Human Edge by Aisha Okonkwo, Aisha Okonkwo explores the hidden forces shaping modern economics and why diversity drives measurable innovation outcomes. Drawing on decades of field research and exclusive interviews. it challenges assumptions held by experts and laypeople alike. Spanning 320 pages that balance depth with accessibility, this illustrated science compendium has been described as 'the definitive guide to navigating complexity' — Harvard Business Review.",Books,35.02
147,The North Face TrailBlaze Fleece Quarter-Zip Pullover – seamless flatlock stitching & breathable mesh lining,"The The North Face TrailBlaze Fleece Quarter-Zip Pullover delivers seamless flatlock stitching and breathable mesh lining. Engineered for discerning customers, it features bio-based nylon derived from castor oil, flatlock seams for chafe-free comfort, and effortless layering in transitional weather. Gear up for whatever comes next.",Apparel,100.02
148,Apple HyperEdge Mechanical Keyboard – Bluetooth 5.3 & 360° Spatial Audio,"The Apple HyperEdge Mechanical Keyboard delivers Bluetooth 5.3 and 360° Spatial Audio. Engineered for discerning customers, it features PixArt 3395 sensor, dedicated bass radiator, and swappable hot-swap switch sockets. Dominate every session with tournament-grade precision.",Electronics,94.36
149,Bose UltraView Curved Monitor – Multi-Device Pairing & Auto Game Mode,"The Bose UltraView Curved Monitor delivers Multi-Device Pairing and Auto Game Mode. Engineered for discerning customers, it features 6-core DSP chip, planar magnetic transducer, and ambient sound pass-through mode. Engineered to keep up with your ambitions.",Electronics,82.89
150,Thinking in Systems by Dr. Sarah Brennan,"In Thinking in Systems by Dr. Sarah Brennan, Dr. Sarah Brennan explores the hidden forces shaping modern economics and the surprising psychology of risk and reward. Combining vivid personal storytelling with hard empirical evidence. readers gain actionable tools for immediate real-world impact. Spanning 500 pages that read like a page-turning narrative, this bestselling self-help guide has been described as 'a landmark work for our times' — The Economist.",Books,25.25
151,Everlane EcoWeave Lightweight Cargo Shorts – recycled material construction & adjustable hood and cuffs,"The Everlane EcoWeave Lightweight Cargo Shorts delivers recycled material construction and adjustable hood and cuffs. Engineered for discerning customers, it features DWR-treated ripstop nylon, YKK® AquaGuard zippers, and weekend trips and everyday casual wear. Built for the planet, built for performance.",Apparel,87.71
152,Under Armour EcoWeave Organic Cotton T-Shirt – seamless flatlock stitching & articulated knee panelling,"The Under Armour EcoWeave Organic Cotton T-Shirt delivers seamless flatlock stitching and articulated knee panelling. Engineered for discerning customers, it features DWR-treated ripstop nylon, enzyme-washed finish, and high-intensity training in all conditions. Where function meets timeless style.",Apparel,133.17
153,Thinking in Systems by Dr. Sarah Brennan,"In Thinking in Systems by Dr. Sarah Brennan, Dr. Sarah Brennan explores the philosophy of ethical leadership in the digital age and why diversity drives measurable innovation outcomes. Blending rigorous data analysis with compelling narrative. it challenges assumptions held by experts and laypeople alike. Spanning 350 pages of meticulously researched content, this definitive technical reference has been described as 'the definitive guide to navigating complexity' — Harvard Business Review.",Books,44.7
154,Signals & Noise by Claire Fontaine,"In Signals & Noise by Claire Fontaine, Claire Fontaine explores the science of habit formation and behaviour change and why diversity drives measurable innovation outcomes. Drawing on decades of field research and exclusive interviews. it challenges assumptions held by experts and laypeople alike. Spanning 350 pages of meticulously researched content, this authoritative non-fiction account has been described as 'essential reading for anyone curious about the future' — MIT Tech Review.",Books,19.45
155,JBL NovaSeries Smart Plug Strip – Ultra-Low Latency & IPX5 Water Resistance,"The JBL NovaSeries Smart Plug Strip delivers Ultra-Low Latency and IPX5 Water Resistance. Engineered for discerning customers, it features 1.5"" bio-cellulose driver, tilt-adjustable scroll wheel, and ambient sound pass-through mode. Perfect for remote workers, commuters, and audiophiles alike.",Electronics,219.14
156,The Design of Everyday Decisions by Dr. Sarah Brennan,"In The Design of Everyday Decisions by Dr. Sarah Brennan, Dr. Sarah Brennan explores the hidden forces shaping modern economics and the personal cost of relentless optimisation culture. Drawing on decades of field research and exclusive interviews. it challenges assumptions held by experts and laypeople alike. Spanning 400+ pages enriched with charts, interviews, and case studies, this award-winning memoir has been described as 'a landmark work for our times' — The Economist.",Books,21.37
157,Samsung PulseX LED Desk Lamp – Fast Charging & USB-C PD 100 W,"The Samsung PulseX LED Desk Lamp delivers Fast Charging and USB-C PD 100 W. Engineered for discerning customers, it features 6-core DSP chip, per-key actuation logging, and real-time noise suppression powered by AI. Dominate every session with tournament-grade precision.",Electronics,384.23
158,Under Armour PureCotton Performance Polo Shirt – moisture-wicking technology & reflective safety detailing,"The Under Armour PureCotton Performance Polo Shirt delivers moisture-wicking technology and reflective safety detailing. Engineered for discerning customers, it features 88% recycled polyester / 12% elastane, bonded hem tape, and all-day wear from office to outdoor adventure. Built for the planet, built for performance.",Apparel,143.96
159,OXO BrightKitchen Smart Air Fryer – LiDAR-guided navigation & app-based scheduling,"The OXO BrightKitchen Smart Air Fryer delivers LiDAR-guided navigation and app-based scheduling. Engineered for discerning customers, it features food-grade stainless steel 18/10, a 5.5 L stainless steel bowl, and silent yet powerful performance in any room. Transform your home into a smart sanctuary.",Home,105.27
160,Vitamix TranquilSleep Robot Vacuum & Mop Combo – LiDAR-guided navigation & child-safety auto shut-off,"The Vitamix TranquilSleep Robot Vacuum & Mop Combo delivers LiDAR-guided navigation and child-safety auto shut-off. Engineered for discerning customers, it features sustainably sourced moso bamboo, a 1200 W immersion circulator, and silent yet powerful performance in any room. Designed to simplify. Built to last.",Home,235.53
161,iRobot EcoLiving Smart Air Fryer – HEPA H13 filtration & voice-assistant integration,"The iRobot EcoLiving Smart Air Fryer delivers HEPA H13 filtration and voice-assistant integration. Engineered for discerning customers, it features food-grade stainless steel 18/10, a 1200 W immersion circulator, and barista-quality espresso at the touch of a button. Spend less time cleaning, more time living.",Home,270.1
162,Adidas DriLayer Organic Cotton T-Shirt – moisture-wicking technology & articulated knee panelling,"The Adidas DriLayer Organic Cotton T-Shirt delivers moisture-wicking technology and articulated knee panelling. Engineered for discerning customers, it features bio-based nylon derived from castor oil, laser-cut ventilation panels, and weekend trips and everyday casual wear. Gear up for whatever comes next.",Apparel,19.77
163,The Architecture of Tomorrow by Ravi Patel,"In The Architecture of Tomorrow by Ravi Patel, Ravi Patel explores the neuroscience of creativity and focus and strategies for building resilient organisations. Drawing on decades of field research and exclusive interviews. it challenges assumptions held by experts and laypeople alike. Spanning 350 pages of meticulously researched content, this illustrated science compendium has been described as 'transformative, urgent, and beautifully written' — The Guardian.",Books,18.12
164,SteelSeries UltraView LED Desk Lamp – AI-Enhanced Mic & USB-C PD 100 W,"The SteelSeries UltraView LED Desk Lamp delivers AI-Enhanced Mic and USB-C PD 100 W. Engineered for discerning customers, it features 6-core DSP chip, per-key actuation logging, and hardware-level encryption for secure calls. Your creative workflow, supercharged.",Electronics,410.47
165,The Empathy Advantage by Elena Vasquez,"In The Empathy Advantage by Elena Vasquez, Elena Vasquez explores the science of habit formation and behaviour change and the personal cost of relentless optimisation culture. Blending rigorous data analysis with compelling narrative. readers gain actionable tools for immediate real-world impact. Spanning 350 pages of meticulously researched content, this practical business handbook has been described as 'the definitive guide to navigating complexity' — Harvard Business Review.",Books,9.54
166,Uniqlo AeroFit Compression Training Tights – moisture-wicking technology & adjustable hood and cuffs,"The Uniqlo AeroFit Compression Training Tights delivers moisture-wicking technology and adjustable hood and cuffs. Engineered for discerning customers, it features Merino wool sourced from ZQ-certified farms, laser-cut ventilation panels, and effortless layering in transitional weather. Gear up for whatever comes next.",Apparel,126.24
167,Sony ZenCore 4K Webcam – AI-Enhanced Mic & 30-Hour Battery Life,"The Sony ZenCore 4K Webcam delivers AI-Enhanced Mic and 30-Hour Battery Life. Engineered for discerning customers, it features graphene-coated membrane, per-key actuation logging, and ambient sound pass-through mode. Perfect for remote workers, commuters, and audiophiles alike.",Electronics,403.67
168,Columbia AlpineShield Lightweight Cargo Shorts – UPF 50+ sun protection & adjustable hood and cuffs,"The Columbia AlpineShield Lightweight Cargo Shorts delivers UPF 50+ sun protection and adjustable hood and cuffs. Engineered for discerning customers, it features 100% GOTS-certified organic cotton, enzyme-washed finish, and effortless layering in transitional weather. Comfort that keeps pace with your lifestyle.",Apparel,232.2
169,Untangling Complexity by Claire Fontaine,"In Untangling Complexity by Claire Fontaine, Claire Fontaine explores the science of habit formation and behaviour change and the personal cost of relentless optimisation culture. Drawing on decades of field research and exclusive interviews. the book reframes conventional wisdom with striking clarity. Spanning 320 pages that balance depth with accessibility, this authoritative non-fiction account has been described as 'essential reading for anyone curious about the future' — MIT Tech Review.",Books,30.9
170,KitchenAid ProChef Robot Vacuum & Mop Combo – 75 dB ultra-quiet operation & app-based scheduling,"The KitchenAid ProChef Robot Vacuum & Mop Combo delivers 75 dB ultra-quiet operation and app-based scheduling. Engineered for discerning customers, it features BPA-free Tritan co-polyester, a 19-bar Italian pump and pre-infusion system, and restaurant-grade sous vide cooking for home chefs. Elevate your morning ritual, every single day.",Home,77.48
171,Nespresso ClearAir Weighted Blanket – HEPA H13 filtration & voice-assistant integration,"The Nespresso ClearAir Weighted Blanket delivers HEPA H13 filtration and voice-assistant integration. Engineered for discerning customers, it features sustainably sourced moso bamboo, a 19-bar Italian pump and pre-infusion system, and professional baking and cooking results at home. Transform your home into a smart sanctuary.",Home,42.03
172,SteelSeries ClearCast Portable Charger – Multi-Device Pairing & USB-C PD 100 W,"The SteelSeries ClearCast Portable Charger delivers Multi-Device Pairing and USB-C PD 100 W. Engineered for discerning customers, it features 6-core DSP chip, dedicated bass radiator, and hardware-level encryption for secure calls. Where premium sound meets everyday convenience.",Electronics,36.69
173,The Last Algorithm by James Calloway,"In The Last Algorithm by James Calloway, James Calloway explores the neuroscience of creativity and focus and the personal cost of relentless optimisation culture. Combining vivid personal storytelling with hard empirical evidence. the author presents a fresh framework for navigating uncertainty. Spanning 320 pages that balance depth with accessibility, this award-winning memoir has been described as 'essential reading for anyone curious about the future' — MIT Tech Review.",Books,36.51
174,The Quiet Revolution by Thomas Lin,"In The Quiet Revolution by Thomas Lin, Thomas Lin explores the philosophy of ethical leadership in the digital age and how individuals can thrive amid rapid change. Combining vivid personal storytelling with hard empirical evidence. readers gain actionable tools for immediate real-world impact. Spanning 320 pages that balance depth with accessibility, this practical business handbook has been described as 'transformative, urgent, and beautifully written' — The Guardian.",Books,24.71
175,Vitamix EcoLiving Programmable Coffee Maker – LiDAR-guided navigation & real-time air-quality display,"The Vitamix EcoLiving Programmable Coffee Maker delivers LiDAR-guided navigation and real-time air-quality display. Engineered for discerning customers, it features food-grade stainless steel 18/10, a 19-bar Italian pump and pre-infusion system, and restaurant-grade sous vide cooking for home chefs. Elevate your morning ritual, every single day.",Home,366.53
176,Cuisinart EcoLiving Sous Vide Precision Cooker – 7-in-1 cooking modes & built-in milk frother,"The Cuisinart EcoLiving Sous Vide Precision Cooker delivers 7-in-1 cooking modes and built-in milk frother. Engineered for discerning customers, it features sustainably sourced moso bamboo, a 5.5 L stainless steel bowl, and all-day comfort with temperature-regulating fill. Elevate your morning ritual, every single day.",Home,90.46
177,The Empathy Advantage by Elena Vasquez,"In The Empathy Advantage by Elena Vasquez, Elena Vasquez explores the history of artificial intelligence from its roots and the overlooked voices that shaped a scientific revolution. Grounded in peer-reviewed cognitive science. the author presents a fresh framework for navigating uncertainty. Spanning 280 pages of concise, high-impact insights, this authoritative non-fiction account has been described as 'transformative, urgent, and beautifully written' — The Guardian.",Books,37.79
178,Champion DriLayer Waterproof Shell Parka – wind-resistant outer shell & hidden zip pockets,"The Champion DriLayer Waterproof Shell Parka delivers wind-resistant outer shell and hidden zip pockets. Engineered for discerning customers, it features 100% GOTS-certified organic cotton, bonded hem tape, and weekend trips and everyday casual wear. Built for the planet, built for performance.",Apparel,43.51
179,Dyson PureClean Programmable Coffee Maker – 7-in-1 cooking modes & real-time air-quality display,"The Dyson PureClean Programmable Coffee Maker delivers 7-in-1 cooking modes and real-time air-quality display. Engineered for discerning customers, it features BPA-free Tritan co-polyester, a 1200 W immersion circulator, and restaurant-grade sous vide cooking for home chefs. Precision craftsmanship for everyday cooking.",Home,193.88
180,Champion TrailBlaze Performance Polo Shirt – moisture-wicking technology & reflective safety detailing,"The Champion TrailBlaze Performance Polo Shirt delivers moisture-wicking technology and reflective safety detailing. Engineered for discerning customers, it features Merino wool sourced from ZQ-certified farms, enzyme-washed finish, and effortless layering in transitional weather. Gear up for whatever comes next.",Apparel,111.53
181,The Empathy Advantage by Dr. Sarah Brennan,"In The Empathy Advantage by Dr. Sarah Brennan, Dr. Sarah Brennan explores the hidden forces shaping modern economics and strategies for building resilient organisations. Drawing on decades of field research and exclusive interviews. the book reframes conventional wisdom with striking clarity. Spanning 500 pages that read like a page-turning narrative, this authoritative non-fiction account has been described as 'a must-read that will change how you see the world' — Nature.",Books,22.46
182,The Human Edge by Claire Fontaine,"In The Human Edge by Claire Fontaine, Claire Fontaine explores the philosophy of ethical leadership in the digital age and the overlooked voices that shaped a scientific revolution. Grounded in peer-reviewed cognitive science. it provides a roadmap that is both inspiring and deeply practical. Spanning 350 pages of meticulously researched content, this bestselling self-help guide has been described as 'a landmark work for our times' — The Economist.",Books,29.75
183,Thinking in Systems by Aisha Okonkwo,"In Thinking in Systems by Aisha Okonkwo, Aisha Okonkwo explores the neuroscience of creativity and focus and the surprising psychology of risk and reward. Blending rigorous data analysis with compelling narrative. it challenges assumptions held by experts and laypeople alike. Spanning 320 pages that balance depth with accessibility, this bestselling self-help guide has been described as 'transformative, urgent, and beautifully written' — The Guardian.",Books,43.52
184,The Last Algorithm by Aisha Okonkwo,"In The Last Algorithm by Aisha Okonkwo, Aisha Okonkwo explores the hidden forces shaping modern economics and the surprising psychology of risk and reward. Weaving together case studies from five continents. it provides a roadmap that is both inspiring and deeply practical. Spanning 320 pages that balance depth with accessibility, this celebrated essay collection has been described as 'a landmark work for our times' — The Economist.",Books,29.1
185,Anker AuraSync Ergonomic Trackpad – Fast Charging & USB-C PD 100 W,"The Anker AuraSync Ergonomic Trackpad delivers Fast Charging and USB-C PD 100 W. Engineered for discerning customers, it features graphene-coated membrane, f/1.8 wide aperture lens, and hardware-level encryption for secure calls. Your creative workflow, supercharged.",Electronics,424.4
186,Belkin ProMax Smart Plug Strip – Active Noise Cancellation & IPX5 Water Resistance,"The Belkin ProMax Smart Plug Strip delivers Active Noise Cancellation and IPX5 Water Resistance. Engineered for discerning customers, it features 6-core DSP chip, planar magnetic transducer, and hardware-level encryption for secure calls. Your creative workflow, supercharged.",Electronics,332.53
187,Code & Culture by David Osei,"In Code & Culture by David Osei, David Osei explores the history of artificial intelligence from its roots and the surprising psychology of risk and reward. Combining vivid personal storytelling with hard empirical evidence. it challenges assumptions held by experts and laypeople alike. Spanning 280 pages of concise, high-impact insights, this gripping debut novel has been described as 'the definitive guide to navigating complexity' — Harvard Business Review.",Books,18.27
188,Vitamix IntelliCook Sous Vide Precision Cooker – 7-in-1 cooking modes & room-mapping with no-go zones,"The Vitamix IntelliCook Sous Vide Precision Cooker delivers 7-in-1 cooking modes and room-mapping with no-go zones. Engineered for discerning customers, it features aircraft-grade anodised aluminium, dual spinning side-brushes and V-shaped main brush, and barista-quality espresso at the touch of a button. Elevate your morning ritual, every single day.",Home,200.4
189,The Quiet Revolution by Dr. Marcus Webb,"In The Quiet Revolution by Dr. Marcus Webb, Dr. Marcus Webb explores the neuroscience of creativity and focus and the surprising psychology of risk and reward. Weaving together case studies from five continents. it challenges assumptions held by experts and laypeople alike. Spanning 500 pages that read like a page-turning narrative, this bestselling self-help guide has been described as 'essential reading for anyone curious about the future' — MIT Tech Review.",Books,39.94
190,Champion DriLayer Merino Wool Crew-Neck Sweater – wind-resistant outer shell & hidden zip pockets,"The Champion DriLayer Merino Wool Crew-Neck Sweater delivers wind-resistant outer shell and hidden zip pockets. Engineered for discerning customers, it features DWR-treated ripstop nylon, flatlock seams for chafe-free comfort, and high-intensity training in all conditions. Where function meets timeless style.",Apparel,73.25
191,Cuisinart SmartHome Sous Vide Precision Cooker – self-emptying dustbin & dishwasher-safe components,"The Cuisinart SmartHome Sous Vide Precision Cooker delivers self-emptying dustbin and dishwasher-safe components. Engineered for discerning customers, it features food-grade stainless steel 18/10, dual spinning side-brushes and V-shaped main brush, and professional baking and cooking results at home. Designed to simplify. Built to last.",Home,292.07
192,Logitech NovaSeries USB-C Hub – Multi-Device Pairing & Thunderbolt 4 Pass-Through,"The Logitech NovaSeries USB-C Hub delivers Multi-Device Pairing and Thunderbolt 4 Pass-Through. Engineered for discerning customers, it features PixArt 3395 sensor, per-key actuation logging, and real-time noise suppression powered by AI. Perfect for remote workers, commuters, and audiophiles alike.",Electronics,63.21
193,The Design of Everyday Decisions by Dr. Sarah Brennan,"In The Design of Everyday Decisions by Dr. Sarah Brennan, Dr. Sarah Brennan explores the hidden forces shaping modern economics and the overlooked voices that shaped a scientific revolution. Combining vivid personal storytelling with hard empirical evidence. it challenges assumptions held by experts and laypeople alike. Spanning 350 pages of meticulously researched content, this practical business handbook has been described as 'a landmark work for our times' — The Economist.",Books,19.81
194,Carhartt PureCotton Waterproof Shell Parka – recycled material construction & reflective safety detailing,"The Carhartt PureCotton Waterproof Shell Parka delivers recycled material construction and reflective safety detailing. Engineered for discerning customers, it features 88% recycled polyester / 12% elastane, enzyme-washed finish, and all-day wear from office to outdoor adventure. Comfort that keeps pace with your lifestyle.",Apparel,185.95
195,Breville ClearAir Air Purifier – self-emptying dustbin & real-time air-quality display,"The Breville ClearAir Air Purifier delivers self-emptying dustbin and real-time air-quality display. Engineered for discerning customers, it features sustainably sourced moso bamboo, a 1200 W immersion circulator, and effortless floor-to-ceiling cleaning on a single charge. Precision craftsmanship for everyday cooking.",Home,227.09
196,Cuisinart IntelliCook Bamboo Cutting Board Set – 7-in-1 cooking modes & app-based scheduling,"The Cuisinart IntelliCook Bamboo Cutting Board Set delivers 7-in-1 cooking modes and app-based scheduling. Engineered for discerning customers, it features sustainably sourced moso bamboo, a 0.9 L removable water reservoir, and restaurant-grade sous vide cooking for home chefs. Transform your home into a smart sanctuary.",Home,62.78
197,Adidas AlpineShield Organic Cotton T-Shirt – wind-resistant outer shell & articulated knee panelling,"The Adidas AlpineShield Organic Cotton T-Shirt delivers wind-resistant outer shell and articulated knee panelling. Engineered for discerning customers, it features Merino wool sourced from ZQ-certified farms, YKK® AquaGuard zippers, and all-day wear from office to outdoor adventure. Gear up for whatever comes next.",Apparel,134.63
198,Shark SmartHome Air Purifier – HEPA H13 filtration & tilt-head attachment hub,"The Shark SmartHome Air Purifier delivers HEPA H13 filtration and tilt-head attachment hub. Engineered for discerning customers, it features BPA-free Tritan co-polyester, a 19-bar Italian pump and pre-infusion system, and restaurant-grade sous vide cooking for home chefs. Elevate your morning ritual, every single day.",Home,70.63
199,JBL NovaSeries Portable Charger – AI-Enhanced Mic & USB-C PD 100 W,"The JBL NovaSeries Portable Charger delivers AI-Enhanced Mic and USB-C PD 100 W. Engineered for discerning customers, it features PixArt 3395 sensor, f/1.8 wide aperture lens, and ambient sound pass-through mode. Engineered to keep up with your ambitions.",Electronics,181.45
200,The Design of Everyday Decisions by Claire Fontaine,"In The Design of Everyday Decisions by Claire Fontaine, Claire Fontaine explores the science of habit formation and behaviour change and why diversity drives measurable innovation outcomes. Weaving together case studies from five continents. the book reframes conventional wisdom with striking clarity. Spanning 350 pages of meticulously researched content, this practical business handbook has been described as 'transformative, urgent, and beautifully written' — The Guardian.",Books,21.9
